name,bio,expertises,total_ratings,avarage_rating
Karina Lima,"Olá, meu nome é Karina Lima e se você chegou até aqui é porque eu posso te ajudar a entender e solucionar juntos algumas questões que vêm sendo desafiadoras em sua vida. Ansiedade, angústia, depressão, desânimo, problema com autoestima e autoaceitação, timidez, dificuldade em desenvolver amizades e/ou relacionamentos de forma geral, problemas familiares, conflitos internos, traumas de infância, dificuldade em dormir, fadiga com trabalho, desenvolvimento pessoal, se livrar de relacionamentos tóxicos, hábitos não saudáveis, precisando e desejando se conhecer mais e lidar melhor com doenças como transtorno bipolar, transtorno de ansiedade generalizada, síndrome do pânico, estresse, enfim, há uma série de motivos que podem ser uma ponte para você desfrutar dos inúmeros benefícios que um acompanhamento psicológico pode oferecer. Aqui você encontra uma parceria para conquistar saúde, qualidade de vida, mudança de vida e suporte com toda confiança que é necessária para este propósito, conta com total sigilo profissional. Pode contar comigo para tratarmos feridas, fobias, que muitas vezes têm origem na infância. Trabalho com diálogo e técnicas científicas que auxiliarão muito a nossa jornada. Vem comigo então, agende sua consulta e vamos rumo a paz e a superação! ,","Acompanhamento pessoal, Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Família, Fobia Social, Fobias, Idoso / Terceira Idade, Medos e Fobias, Orientação psicológica, Psicologia Clínica, Reabilitação Cognitiva, Relacionamentos Afetivos, Saúde Mental, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais",23,5.0
Héber Gouveia de Lima,"Em busca de significado eu me tornei psicólogo e encontrei a minha missão ao ajudar outras pessoas na jornada de individuação, autoconhecimento, crescimento pessoal e busca por sentido., , Eu sigo a abordagem analítica transpessoal junguiana, o meu papel nessa jornada é o de acolher e auxiliar os meus pacientes na jornada deles, seguindo a máxima do doutor Carl G. Jung que é ""conheça todas as teorias, domine todas as técnicas, mas ao tocar uma alma humana, seja apenas outra alma humana"", todo tratamento psicológico deve ser humano e guiado pelo objetivo de melhorar a qualidade de vida do indivíduo., , Espero ter a oportunidade de te ajudar nessa jornada!, , Eu te convido a entrar em contato comigo pela plataforma e conversar mais sobre esses pontos.,","Adoção de Filhos, Ansiedade, Aprendizagem, Casal, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Morte e Luto, Orientação Profissional, Psicologia Clínica, Psicologia Organizacional, Psicologia Social, Relacionamentos Afetivos, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Adolescência",38,5.0
Julia Otsuka,,"Ansiedade, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Medos e Fobias, Morte e Luto, Orientação de pais, Preparação para aposentadoria, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, TOC (Transtorno Obsessivo Compulsivo), Parentalidade",7,5.0
GIZELY DA SILVA RODRIGUES,"Seja bem-vindo(a)! Estou à disposição para ajudá-lo(a) criando um espaço de escuta e acolhimento.  Sou psicóloga e atuo na área clínica, minha abordagem é a TCC (teoria  cognitivo comportamental), que tem como objetivo principal identificar padrões de comportamento, pensamento, crenças e hábitos que estão na origem dos problemas,  indicando, a partir disso, técnicas para alterar essas percepções de forma positiva. Esta abordagem é destina tanto ao tratamento dos diferentes transtornos psicológicos e emocionais como a depressão, ansiedade, transtornos psicossomáticos, transtornos alimentares, fobias, traumas, dependência química, entre outros. Se quer saber um pouco mais sobre como podemos caminhar, venha conversar! Vamos juntos construir uma caminhada de autoconhecimento.,","Acompanhamento psicológico de Gravidez, Acompanhamento pessoal, Acompanhamento psicológico de idosos, Ansiedade, Casal, Conflitos Familiares, Dependência Química, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Família, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Transtorno de Humor, Violência Sexual, Sexualidade e Identidade de gênero",936,4.9497863247863245
Yasmin Aparecida Hot dos Santos,"Atendimento clínico de adultos, crianças e adolescentes utilizando abordagem Terapia Cognitiva Comportamental.,","Acompanhamento psicológico de Gravidez, Ansiedade, Aprendizagem, Compulsões, Depressão, Emagrecimento, Estresse, Estresse Pós Traumático, Família, Idoso / Terceira Idade, Infância, Medos e Fobias, Orientação de pais, Orientação Profissional, Pessoas com deficiência, Psicologia Clínica, Reabilitação Cognitiva, Saúde Mental, Avaliação Psicológica, Adolescência, Ludoterapia, Maternidade",0,0
GISELE FERNANDA CORREA MULLER,"Ansiedade, medo, insônia, estresse, cansaço, falta de ânimo ou prazer na vida, estão presentes na vida de muitas pessoas. , Juntos, podemos explorar o que dificulta você, em aproveitar o que a vida oferece de melhor. A partir dessa exploração, analiso e elaboro estratégias que possibilitem, você a perceber suas crenças limitantes, seus conflitos e aflições, transformando em um cenário de aprendizado, descobertas e a lidar com as intempéries da vida, de forma mais leve., Em 2005, me formei pela Universidade Católica de Petrópolis e atuo na área da psicologia clínica.  Auxiliei várias pessoas que se encontravam em um quadro de sofrimento psíquico, baixa autoestima e busca por autoconhecimento. Com meu conhecimento e experiência, posso ajudar você nesse processo de evolução pessoal.  Venha conversar, vamos juntos construir uma caminhada de autoconhecimento! , ,","Acompanhamento psicológico de Gravidez, Acompanhamento psicológico de idosos, Adoção de Filhos, Ansiedade, Depressão, Dor, Família, Fobia Social, Idoso / Terceira Idade, Medos e Fobias, Pacientes Enfermos, Preparação para aposentadoria, Psicologia Clínica, Relacionamentos Afetivos, Síndrome do Pânico, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Sexualidade e Identidade de gênero",294,4.996598639455782
Lívia Fernandes de Abreu,"Psicóloga Clínica com experiência na área de Saúde Mental e Redução de danos., Especialista em Saúde Mental pelo Hospital Albert Einstein., Especialista em Ansiedade , Depressão e TOC(Transtorno Obsessivo Compulsivo) pelo Hospital Israelita Albert Einstein., Avaliação clínica , Psicanálise , Terapeuta Cognitiva Comportamental,","Ansiedade, Cirurgia Bariátrica, Compulsões, Conflitos Amorosos, Conflitos Familiares, Dependência Química, Depressão, Emagrecimento, Estresse, Estresse Pós Traumático, Fobias, Medos e Fobias, Obesidade, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor",101,4.99009900990099
Vitoria Debroi Silva,"Olá, como vai você?, Meu nome é Vitória, e sou psicóloga clínica. Estou aqui para poder ajudá-lo! Meu objetivo é te auxiliar a ter mais qualidade de vida e saúde...,","Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Estresse, Família, Medos e Fobias, Morte e Luto, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, Violência Doméstica, Violência Sexual, Adaptação ao Home Office, Sexualidade e identidade de gênero, Sexualidade e Identidade de gênero, Maternidade",7,5.0
Guilherme Bernardes de Oliveira Petronzi,"Sou psicólogo desde 2018 e trabalho em busca de auxiliar meus pacientes não só na resolução de seus problemas mas também na busca do autoconhecimento e melhor c...,","Ansiedade, Aprendizagem, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Família, Fobias, Infância, Medos e Fobias, Morte e Luto, Orientação de pais, Orientação Profissional, Psicologia Clínica, Relacionamentos Afetivos, Transtorno de Humor, Transtornos do Sono, Desenvolvimento de Competências Profissionais, Sexualidade e identidade de gênero",234,5.0
Gabriel Garcia da Silva,"Sou um psicólogo clínico e psicanalista com uma paixão por ajudar as pessoas a enfrentar seus desafios emocionais e alcançar uma vida mais saudável e equilibrada. Com mais de 4 anos de experiência profissional, trabalhei com uma ampla variedade de questões psicológicas, fornecendo orientação e suporte individualizado aos meus clientes., , Tenho uma sólida formação acadêmica, com uma pós-graduação em saúde mental, o que me permite ter uma compreensão aprofundada dos aspectos psicológicos e emocionais que afetam a vida cotidiana das pessoas. Acredito na abordagem psicanalítica, utilizando-a como uma ferramenta eficaz para explorar as camadas mais profundas da psique humana e entender as raízes dos problemas emocionais., , Ao longo da minha carreira, trabalhei com pacientes de diferentes origens e idades, ajudando-os a lidar com questões como ansiedade, depressão, traumas, problemas de relacionamento e autoestima. Meu objetivo é criar um ambiente acolhedor e empático, onde meus clientes se sintam à vontade para explorar seus sentimentos e pensamentos mais íntimos., , Estou comprometido em oferecer um espaço seguro e confidencial para que meus clientes possam compartilhar suas experiências e trabalhar em direção a uma vida mais satisfatória. Se você está buscando apoio psicológico, estou aqui para ajudar.,","Ansiedade, Compulsões, Depressão, Estresse, Fobia Social, Infância, Morte e Luto, Psicologia Clínica, Avaliação Psicológica",5,5.0
Aline Menezes,"Você está tendo dificuldades de lidar com os problemas do dia a dia?  Muito nervoso ou ansioso? Se você está procurando ajuda psicológica saiba que já deu um passo essencial para sua saúde mental, através da terapia cognitiva comportamental há possibilidade de compreender suas emoções, pensamentos e comportamentos, no intuito de construir formas de lidar melhor com seus sofrimentos. Quer se dar essa possibilidade? Agenda uma sessão.,","Acompanhamento psicológico de Gravidez, Ansiedade, Casamento, Conflitos Amorosos, Conflitos Familiares, Depressão, Estresse, Fobia Social, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Violência Doméstica, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",197,5.0
Patrícia Rios de Freitas,"Como você lida com a angústia da perda? , , Me chamo Patrícia Rios e sou psicóloga, trabalho com psicoterapia fenomenológica-existencial, uma abordagem da psicologia que acredita que a pessoa presente é muito maior que seus sintomas. Procuro, durante os atendimentos, fazer com que você se encontre, se permita e perceba a si mesmo. Te ajudo a perceber como você lida com as angústias existenciais através dos desafios do dia-a-dia., , Sou formada em psicologia, pós-graduanda em psicologia clínica fenomenológica-existencial pelo IFEN (RJ), membro do Lafepe (Laboratório de Fenomenologia e Estudos em Psicologia Existencial) pela UERJ e possuo experiência com Clínicas de Urgência., Vamos conversar?,","Ansiedade, Depressão, Dor, Estresse, Família, Infância, Morte e Luto, Psicologia Clínica, Saúde Mental, Suicídio, Tanatologia, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Adolescência",0,0
Tatiana Harumi Arai,"Olá! Seja bem-vindo (a) ao meu perfil! Meu nome é Tatiana, sou psicóloga formada pela UNESP e atuo com jovens e adultos. Meu propósito aqui é te auxiliar no seu...,","Acompanhamento pessoal, Ansiedade, Conflitos com a Lei, Conflitos Familiares, Estresse, Estresse Pós Traumático, Medos e Fobias, Morte e Luto, Orientação psicológica, Preparação para aposentadoria, Psicologia Clínica, Psicologia Social, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Quarentena e Isolamento Social, Adaptação ao Home Office, Incertezas quanto ao momento e futuro",75,5.0
Paula Aparecida Curi Moura,"Olá, seja bem-vindo (a) ao meu perfil! Estar por aqui procurando apoio psicológico é o primeiro grande passo para melhorar a sua vida em vários aspectos e ficarei muito feliz se puder contribuir de alguma maneira para que isso aconteça. Sou Paula Curi psicóloga especialista em análise do comportamento, os meus atendimentos são pautados pela ética e pelo sigilo profissional e a alguns anos venho desenvolvendo esse trabalho com jovens, adultos e idosos. A abordagem trabalhada tem como objetivo te ajudar a se conhecer melhor, desenvolvendo com você maneiras para conseguir agir e pensar de outras formas que podem melhorar o seu comportamento diante de algumas circunstâncias e, assim, direcionar e resolver questões que estão comprometendo o seu crescimento pessoal/profissional e a sua felicidade. Nesse meu acompanhamento mais próximo, podemos desenvolver vários pontos como o seu autoconhecimento, a sua identificação de pontos fortes e de melhoria, te ajudar na melhora da sua produtividade, no desenvolvimento da sua inteligência emocional, no melhor direcionamento para tomar decisões, na sua melhora nos relacionamentos pessoais e no fortalecimento da sua autoestima e autoconfiança, por exemplo. O meu papel como psicóloga comportamental é te ajudar a lidar com os seus sentimentos, pensamentos e comportamentos e te auxiliar da melhor maneira possível nesse momento tão delicado que está passando. Agende a sua sessão e vamos juntos construir uma caminhada com autoconhecimento, autocontrole e autocuidado. Para conhecer um pouco mais do meu trabalho, me siga no Instagram: @paulacuri_psi,","Acompanhamento pessoal, Acompanhamento psicológico de idosos, Ansiedade, Fobia Social, Psicologia Clínica, Saúde Mental, Sexualidade e identidade de gênero",7,5.0
Sandra Ferreira Menezes,"Olá! Sou Psicóloga Clínica, trabalho com a abordagem da terapia cognitivo comportamental, essa abordagem é considerada diretiva, breve, focada no problema atual do paciente. O trabalho baseia-se no conceito de que, o que nos afeta emocionalmente não são os acontecimentos e eventos que acontecem em nossas vidas e sim a maneira como interpretamos e lidamos com eles. Me proponho a proporcionar uma escuta qualificada, empática e livre de julgamentos para que você alcance o seu bem estar.,              Entendo que falar de si é muito difícil, mas me comprometo a te ouvir e te auxiliar na construção de um processo de auto conhecimento e aceitação, te ajudando a dar um novo significado aos pensamentos que podem estar gerando teus problemas.,","Ansiedade, Casal, Compulsões, Dependência Química, Depressão, Estresse, Família, Idoso / Terceira Idade, Morte e Luto, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Suicídio, Transtornos Alimentares (Bulimia, Anorexia, etc), Violência Doméstica, Violência Sexual, Sexualidade e identidade de gênero, Questões Raciais, Sexualidade e Identidade de gênero, Adolescência",2,5.0
Iana Peleteiro de Araújo,"Sou formada em Psicologia e pós graduada em psicologia hospitalar. Trabalho com os mais diversos públicos: crianças, adolescentes, adultos, idosos e pessoas com deficiência. Posso te auxiliar a se entender, se conhecer e se enxergar. Quer saber como? Marca uma consulta!,","Ansiedade, Aprendizagem, Conflitos Amorosos, Conflitos Familiares, Depressão, Família, Infância, Medos e Fobias, Orientação de pais, Pessoas com deficiência, Psicologia Hospitalar, Relacionamentos Afetivos, Suicídio, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Violência Doméstica, Violência Sexual, Sexualidade e identidade de gênero, Adolescência, Ludoterapia",0,0
Viviane Maschio Constantini,"Olá, bem vindos ao meu Consultório Virtual. Estou aqui para te atender e tenho certeza de que posso te ajudar. Sou psicóloga clínica desde 2001 e já atendi a centenas de pacientes, de todas as idades, que me procuram por variados motivos e me trazem inúmeros problemas, que, junto deles, ajudo a resolver. Com a minha experiência profissional, sua vida vai melhorar bastante.    , Atendo crianças, adolescentes, adultos, idosos e casais e utilizo a abordagem Cognitivo-Comportamental, que é uma linha de trabalho objetiva e direta, o que diminui o número de sessões necessárias e traz resultados mais rápidos e perceptíveis ao paciente. Nessa abordagem, o paciente participa de forma ativa na sessão, ele interage com o profissional, para que, juntos, possam identificar os problemas e reestruturar os pensamentos, readequando-os para que as mudanças comportamentais ocorram, cessando as angustias e os sofrimentos., Tenho experiência no atendimento a casos de Depressão, Ansiedade, Medos e Fobias, Traumas, Síndrome do Pânico e outras síndromes, Dificuldades de Relacionamento, Dificuldades Conjugais, Dependências Químicas e Psicológicas, Baixa Autoestima, Transtorno Bipolar, Impulsividade, TOC (Transtorno Obsessivo Compulsivo), Transtornos de Personalidade, Asperger, Transtorno do Espectro Autista (TEA), Dificuldades de Aprendizagem, Deficiência Intelectual (DI), Crises da Adolescência, entre outros., Também faço orientação de pais que tenham filhos com Transtorno do Espectro Autista (TEA), ajudando os pais na organização da rotina do filho e no desenvolvimento de habilidades específicas para lidar com as dificuldades do TEA, trazendo mais tranquilidade e segurança para a relação familiar., Ainda sou especialista em Neuropsicologia, aplicada a crianças e idosos: no caso das Crianças com déficits de atenção e aprendizagem, faço a Estimulação Cognitiva; no caso dos Idosos, trabalho na prevenção de demências e déficits cognitivos, melhorando assim, a qualidade de vida desses pacientes.   , Se você está passando por momentos difíceis, sem esperança, ansioso, angustiado, deprimido ou inseguro, venha falar comigo. Assim como já ajudei a várias pessoas, tenho certeza de que também posso te ajudar. , E se na minha agenda, você não encontrou nenhum horário que lhe seja bom, me mande uma mensagem pelo WhatsApp, que conseguiremos encontrar um horário da sua conveniência. Até breve!, ,","Acompanhamento psicológico de idosos, Ansiedade, Conflitos Familiares, Depressão, Dor, Estresse, Família, Infância, Medos e Fobias, Morte e Luto, Neuropsicologia, Orientação de pais, Orientação psicológica, Psicologia Clínica, Reabilitação Cognitiva, Saúde Mental, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Transtorno de Humor, Adaptação ao Home Office, Sexualidade e identidade de gênero, Adolescência",117,5.0
Tânia Lourenço Nomellini,"Olá! Seja bem-vindo ao meu perfil! , , Meu nome é Tânia, minha carreira seguiu duas estradas: uma como Psicóloga Clínica e a outra como Profissional de Desenvolvimento Pessoal. , , Tenho uma visão do indivíduo, seus pensamentos, comportamentos e necessidades, assim como tenho relevante conhecimento do comportamento organizacional e do ambiente corporativo no qual está inserido, graças à minha experiência em empresas como profissional de RH e consultora.. , , Essa visão diversificada me fez estudar mais a fundo as questões de saúde e adoecimento dos trabalhadores nos aspectos psíquicos.  Em terapia clínica,  após avaliação do caso,  é possível trabalhar junto com o paciente desenvolvendo recursos e soluções para lidar com essas situações estressantes., , No processo terapêutico dos meus pacientes, utilizo com maior frequência técnicas da terapia cognitivo-comportamental, em que trabalhamos pensamentos, crenças e comportamentos. Também propago os conceitos  da Psicologia Positiva, para que todos nós possamos promover saúde mental e felicidade em nossas vidas, para nossa família e nossos amigos. , , Sou apaixonada por processos de autoconhecimento, trabalhando aspectos da autoestima e auto-responsabilidade. Geralmente é dentro dessas questões que a maioria dos meus pacientes me procura. As questões sobre família/conflitos familiares, trabalho em home office, adaptação pós pandemia e liderança também são assuntos recorrentes e de alta demanda., , Sou coach profissional e coach de liderança, realizo assesments (avaliações comportamentais) proporcionando aos meus clientes autoconhecimento, autoestima e também que ele seja apresentado a novas estratégias para aplicar em sua performance, com foco em seus objetivos profissionais. , , Também realizo palestras e treinamentos para empresas sobre temas comportamentais., , Se você quiser conhecer melhor o meu trabalho, entender como funciona a terapia e contar um pouco sobre seu momento, agende um  horário e ficarei feliz em lhe atender. , , Te espero!  Um forte abraço!,","Acompanhamento psicológico de Gravidez, Acompanhamento pessoal, Ansiedade, Conflitos Amorosos, Consultoria Empresarial, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Família, Morte e Luto, Orientação de pais, Orientação Profissional, Psicologia Clínica, Psicologia Organizacional, Relacionamentos Afetivos, Saúde Mental, Quarentena e Isolamento Social, Adaptação ao Home Office, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais, Treinamento empresarial",17,5.0
Daniele Schmidt,"Olá, tudo bem? Seja muito bem vindo (a) !, , Sou psicóloga clínica, com ênfase em saúde e educação, formada pelo Centro Universitário da Serra Gaúcha - FSG., , Trabalho como psicoterapeuta individual, com atendimentos para o público pré adolescente, adolescente e adulto, na abordagem da Terapia Cognitivo Comportamental, , Será um prazer lhe atender! Aguardo sua consulta! Para que, juntos, possamos te reconectar ao seu mundo... Um grande abraço!,","Ansiedade, Compulsões, Depressão, Fobia Social, Medos e Fobias, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno de Humor, Quarentena e Isolamento Social",220,5.0
Joaquim Afonso Feliciano Pizzato,"Olá, é um prazer ter você aqui! Como você está se sentindo hoje? Sente que precisa de algum suporte? Estou aqui, à sua disposição!, Sou psicólogo clínico formado pela PUC-Campinas e possuo experiência em atendimentos presenciais e online, com adolescentes, adultos e idosos. Desde a faculdade me encantei pela Gestalt-Terapia e por isso atendo por essa abordagem. Seguindo por essa abordagem nosso trabalho se dará no aqui-agora, no como estão suas percepções no momento presente. Quem, ou o quê, tem sido o protagonista de sua vida? Para quais necessidades você está dando prioridade e quais você não está satisfazendo? Nossa caminhada se dará em uma relação horizontal, não estou aqui para fazer interpretações a respeito de ti, nem para te dar dicas ou conselhos, mas sim para fazer apontamentos que te gerem reflexão e tomada de consciência. Estou aqui como facilitador no seu processo de auto-conhecimento e espero poder cumprir esse papel com competência e qualidade. Confira os horários disponíveis, estou aguardando seu contato para juntos iniciarmos essa caminhada!,","Acompanhamento pessoal, Ansiedade, Conflitos Amorosos, Conflitos Familiares, Dependência Química, Depressão, Desenvolvimento Pessoal, Dor, Estresse, Família, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Saúde Mental, Suicídio, Incertezas quanto ao momento e futuro, Adolescência, Dependência em Jogos",175,4.9714285714285715
Jessica Cristina Maciel,"Olá! Seja muito bem vinde/o/a a sua jornada de saúde mental! , Você sente que nunca é suficiente? Perdido e não sabe que as escolhas que fez até são genuinamente suas ou escolhera por você? a terapia existencial é para você! é uma abordagem direccionada para a compreensão da existência do ser, ampliando a consciência de si mesmo, procurando entender o significado que você deu para suas experiências até agora e procurar caminhos para que suas escolhas sejam mais autênticas de acordo com sua realidade, enfrentando conflitos internos, entrar em contato consigo mesmo e percebê-los. , Sou psicóloga clínica com experiência em autoconhecimento, autoestima, dependência química, saúde mental da população negra e população LGBTQ+. , Oferecendo um espaço de escuta terapêutica acolhedor, empático e seguro. Minha forma de atendimento é focada nos sentimentos e emoções nas experiências vivenciadas, com o paciente e terapeuta sendo agente de mudança através de sua perspectiva, buscando caminhos para sua plena autonomia., Vamos juntos nessa caminhada? te aguardo!,","Ansiedade, Compulsões, Dependência Química, Estresse, Psicologia Clínica, Psicologia Social, Relacionamentos Afetivos, Saúde Mental, Sexualidade e identidade de gênero, Questões Raciais, Adolescência",39,4.948717948717949
Rosilaine da Silva dos Santos,"Você se sente cansado, com uma sensação de insegurança, tristeza, desânimo, ansiedade e angústia? Ou a vida está sem sentido e as vezes tem pensamentos negativos? Decidir dá o primeiro passo, apreender a se conhecer e enfrentar todos os desafios. Buscando um profissional que acolhe, escute e ajude a compreender o sentido e o porque de tanto sofrimento. É dentro desta perspectiva que  eu,  Rosilaine da Silva dos Santos, realizo atendimento clínico, na abordagem psicanalítica com ênfase na psicologia positiva, que é bem especifica  em trabalhar nas nossas emoções , atitudes e pensamentos, que muitas das vezes é o resultado de fatores que não temos consciência. E durante as sessões de análise, você passa a conhecer melhor a própria mente, e a identificar a razão de seus sentimentos, conflitos e emoções. Objetivo é realizar a leitura da situação e conduzir cada momento da consulta de forma precisa e satisfatória. Ensino algumas técnicas e exercícios para ajudar e  aplicar no seu dia a dia. , - Te convido a visitar minhas redes sociais: ,     Instagram @cuidar_da_saude_mental,     face book  / rosilainepsicologa,  Se caso não tenha o horário que deseja na plataforma, me envie uma mensagem  WhatsZapp (11 )93416 9198,","Acompanhamento pessoal, Acompanhamento psicológico de idosos, Ansiedade, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Dor, Estresse, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Incertezas quanto ao momento e futuro, Adolescência",1350,4.981481481481482
Jocastra Nunes de Souza,"Olá, que bom ter você por aqui, seja bem vindo(a) ao meu perfil. Me chamo Jocastra,  sou Psicóloga clínica formada pela Faculdade Irecê (FAI) atuo com jovens e ...,","Ansiedade, Aprendizagem, Casal, Depressão, Estresse, Fobias, Medos e Fobias, Morte e Luto, Neuropsicologia, Obesidade, Orientação de pais, Orientação para problemas de aprendizagem, Orientação psicológica, Relacionamentos Afetivos, Saúde Mental, Suicídio, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), Transtorno Bipolar, Transtorno de Humor, Violência Doméstica, Violência Sexual",46,4.956521739130435
Geovana Pamela Rodrigues,"Olá, seja bem vinda (o/e) ao meu perfil de atendimento online e espero que se sinta confortável e acolhida (o/e) nesse espaço para escolher o profissional que mais se adequar a você, pois, o fato de ter chegado até aqui já é um passo muito importante na sua jornada de auto cuidado e valorização.,        Meu trabalho como profissional da psicologia é utilizar todas as ferramentas terapêuticas e teóricas que obtive em minha formação para, junto com você, construir um processo de restabelecimento da saúde mental, autoconfiança e principalmente da sua liberdade e autonomia, para que possa aprender a experienciar a vida de maneira mais leve e perceber novas possibilidades e perspectivas sobre si mesmo. Todos nós sabemos que momentos difíceis são inevitáveis e, nesses últimos tempos, se tornaram ainda mais complexos devido ao contexto histórico, cultural e econômico no qual estamos inseridos. Diante disso as ferramentas adquiridas dentro do processo terapêutico serão valiosas para que possa lidar com os conflitos de maneira mais saudável, resguardando sua dignidade e autenticidade.,        Durante minha formação atuei na clínica individual e com grupos terapêuticos nos quais trabalhei casos como dependência emocional, dificuldades nos relacionamentos familiares e interpessoais, abuso sexual, ansiedade, stress, sofrimento no trabalho, vícios e compulsões, assim como dificuldades relacionadas a questões raciais, de gênero e de classe. ,  Independente de qual a questão te trouxe até aqui, podemos juntos descobrir um caminho, afinal a psicologia é para todos. Qualquer dúvida, estou disponível pelo whatsapp., , ,","Acompanhamento pessoal, Ansiedade, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Dor, Estresse, Orientação psicológica, Psicologia Clínica, Saúde Mental, Violência Sexual, Adaptação ao Home Office, Desenvolvimento de Competências Profissionais, Questões Raciais",23,4.956521739130435
Marcyne Ellen Raposo Da Silva Miranda,"Sou psicóloga clínica e minha forma de trabalho é voltada ao sujeito e suas questões, visando elaborar e ressignificar questões importantes a cada um. ,","Acompanhamento psicológico de Gravidez, Ansiedade, Casal, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Estresse, Família, Fobias, Infância, Medos e Fobias, Morte e Luto, Orientação de pais, Psicologia Clínica, Incertezas quanto ao momento e futuro, Adolescência, Maternidade, Puerpério, Parentalidade, Psicologia Perinatal",0,0
Jaqueline S S Brabo,"Olá, meu nome é Jaqueline, atuo como psicóloga clínica e tenho como abordagem teórica a Análise do Comportamento. Trabalho com adultos ajudando-os a lidarem com suas demandas pessoais que podem estar gerando qualquer tipo de sofrimento e, consequentemente, interferindo na qualidade de vida. A psicoterapia na abordagem comportamental é um trabalho em equipe, entre mim e você, no qual ambos serão ativos nesse processo de desenvolvimento.  ,       A vida nem sempre se apresenta de maneira linear, às vezes nos deparamos com momentos difíceis, outros nos trazem leveza e tranquilidade, e entre os extremos também encontramos a ambivalência de algumas fases, e cada momento demanda uma nova versão de nós. O processo psicoterapêutico tem como função mostrar que não precisamos nos desenvolver sozinhos, e que esse trabalho dual pode ajudar com suas questões, assim como, em seu autoconhecimento e desenvolvimento pessoal. ,       A psicoterapia é um espaço de acolhimento, livre de julgamentos e que permite aos clientes o acesso a uma escuta qualificada e profissional. Nesse tempo e espaço o cliente pode se sentir à vontade para se expressar abertamente e sentir-se seguro e acolhido.,     A vida se torna mais leve ao ter com quem compartilhar., , ""Cada ser humano que conhecemos é um universo a ser desvendado. Com ele aprendemos, conosco ele aprende; com ele nos desenvolvemos, conosco ele se desenvolve; ele nos oferece o que tem de melhor, a ele oferecemos o nosso melhor.""  Helio José Guilhardi., , Para que possamos conversar entre em contato para agendarmos uma consulta., , Whatsapp: (11) 99788-3442, E-mail: jaqueline.psi15@hotmail.com, ,","Acompanhamento pessoal, Ansiedade, Compulsões, Conflitos Amorosos, Conflitos Familiares, Dependência Química, Depressão, Desenvolvimento Pessoal, Estresse, Fobia Social, Psicologia Clínica, Psicologia Social, Relacionamentos Afetivos, Saúde Mental, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",5,4.8
